_id,_textJa,_textEn,_masterReleaseLabelId
PrivateCreate_CommentTitle,Comment,One comment,1
PrivateCreate_CommentInput,*Comment must be 10 characters 或 less.,* Please enter within 10 characters,1
PrivateCreate_IDCopyButton,Copy ID,Copy 你的ID,1
PrivateCreate_CreateButton,Create,create,1
PrivateCreate_EnterButton,Join,Participation,1
PrivateCreate_RoomIdCopy,演唱會 show ID has been copied.,I copied live ID,1
PrivateCreate_ConfirmMessage,New 演唱會 created.<br>Join 演唱會?,Created live<br>Do you want至participate於live?,1
FriendInviteReceive_Title,Friend Invitations,Invitation至friends,1
FriendInviteReceive_Check,Checking為friend invitations...,I'm checking my friend invitation。..,1
FriendInviteReceive_NotMessage,曜 do not currently have any Teamup 演唱會 friend invitations.<br>曜 can invite friends透過creating private 演唱會.,Currently，there is no invitation至演唱會<br>曜 can invite friends透過creating private live.,1
FriendInviteSend_Title,Friend Invitations,Invitation至friends,1
FriendInviteReceive_SubTitle,friend has invited you至Teamup 演唱會.<br>Choose 演唱會至join.,I am invited至live 演唱會來自my friends<br>Please 選擇 live you want至participate,1
FriendInviteSend_Message,Send invitation至all 你的friends?,Would you like至send invitation至all 你的friends?,1
FriendInviteSend_CheckMessage,Send至favorite friends only.,Send only至你的favorite friends,1
DeckTop_DeckEditTag,Unit<br>Formation,Unit<br>Organization,1
DeckTop_CostumeTag,Costume Change,Change的costumes,1
DeckTop_PracticeTag,練習,練習,1
DeckTop_SkillPracticeTag,Skill<br>練習,Skill<br>練習,1
DeckTop_TrainingTag,Idolize,Awakening,1
DeckTop_MemberListTag,成員<br>List,List <BR>,1
DeckTop_ExchangeTag,道具 Exchange,Exchange,1
DeckTop_CharacterIllustrateTag,成員 Reference Book,成員 picture book,1
DeckCharaSelect_LeaderChangeButton,Set as Leader,Leader setting,1
DeckCharaSelect_ParamNothing,---,---,1
DeckCharaSelect_SubDeckNoSkill,Skills的sub-unit 成員 remain inactive,Subunit 成員 do not activate their skills,1
SortDialog_Title,Rearrange 成員,Sorting,1
SortDialog_FilteringTitle,篩選,Narrow down,1
SortDialog_SortTitle,Sort,Sorting,1
SortDialog_DefaultButton,完成 all,All cancellation,1
SortDialog_AllSelectButton,選擇 All,選擇 all,1
SortDialog_AllReleaseButton,完成 all,All cancellation,1
SortDialog_LiveSkillWord,Skill,Special skill,1
SortDialog_LiveSkillScoreUp,分數 Up,分數 -up,1
SortDialog_LiveSkillConditionalScoreUp,Special<br>分數 Up,Conditional<br>分數 -up,1
SortDialog_LiveSkillScoreUpAndLifeHeal,HP Heal<br>與 分數 Up,With 分數 improvement<br>Physical strength recovery,1
SortDialog_LiveSkillScoreUpAndResultUp,Judgment Boost<br>與 分數 Up,With 分數 improvement<br>Judgment enhancement,1
SortDialog_LiveSkillPowerHeal,HP Heal,Recovery的physical strength,1
SortDialog_LiveSkillEnhance,Judgment Boost,Strengthening的decision,1
SortDialog_LiveSkillOther,Other,others,1
SortDialog_LiveSkillConditionalOnlyScoreUp,分數 Up<br>Special Conditions Only,Only 指定 conditions<br>分數 -up,1
SortDialog_LiveSkillEnergyConditionalLifeHealScoreUp,分數 Up 或 Heal<br>Based on HP,Physical strength conditions<br>分數 -up 或 recovery,1
SortDialog_FilterGroup,Group,group,1
SortDialog_FilterType,Attribute,attribute,1
SortDialog_FilterAwakening,Idolize,Awakening,1
SortDialog_AwakeningAll,All,all,1
SortDialog_Awakened,Idolized,Awakened,1
SortDialog_Unawakened,Not Idolized,Unconventional,1
SortDialog_PassiveSkillWord,Passive Skill,Passive skill,1
SortDialog_PassiveSkillEffectWord,Effect target,Effect,1
SortDialog_PassiveSkillEffectPart,Instrument,Instrument於付費,1
SortDialog_PassiveSkillEffectPartRole,Part,Part -time job,1
SortDialog_PassiveSkillEffectPartAndPartRole,Both,both,1
SortDialog_PassiveSkillPartWord,~Effect target instrument~,◆ Effective instrument part ◆,1
SortDialog_PassiveSkillSuitWord,~Effect target 成員 attribute~,◆ Effect target department attribute ◆,1
SortDialog_PassiveSkillMatchBothWord,~Multiple conditions~,◆ Complex conditions ◆,1
SortDialog_PassiveSkillSubPartWord,~Others~,◆ Others ◆,1
SortDialog_PassiveSkillSubPartWordPowerUp,開始與HP Up,Initial physical fitness up,1
SortDialog_EpisodeReadAll,All,all,1
SortDialog_EpisodeReadNotEpisode,Unread 劇情,Unread 劇情,1
SortDialog_EpisodeReadNotSpecialEpisode,Unread<br>Special 劇情,Special<br>劇情 unread,1
SortDialog_SortAllStatus,Group Power,Comprehensive force,1
SortDialog_SortSoul,Smile,Smile,1
SortDialog_SortTechnic,Pure,pure,1
SortDialog_SortAppeal,Cool,cool,1
SortDialog_SortUnlock,Order 獲得,Obtaining procedure,1
SortDialog_SortRarity,Rarity,Rarity,1
SortDialog_SortLevel,等級,等級,1
SortDialog_SortSkillLevel,Skill 等級,Special skill 等級,1
SortDialog_SortSkill,Skill Order,Special skill order,1
SortDialog_SortMember,成員,成員,1
SortDialog_SortFavorite,Favorite,favorite,1
SortDialog_SortHp,HP,HP,1
SortDialog_Kizuna,Bond,Kizuna,1
SortDialog_EventPtBonus,Event Point Bonus,Event PT bonus,1
SortDialog_TypeAll,Applicable至all,All targets,1
SortDialog_PassiveSkillMatchBothAnd,Effective 當 both instrument與attribute are same,Effective 當 both musical instrument parts與attributes match,1
SortDialog_PassiveSkillMatchBothOr,Effective 當 instrument 或 attribute are same,Effective 當 either musical instrument part 或 attribute matches,1
CostumeSelectPortrait_Top,Tap 畫面至<br>exit fullscreen mode.,Tap this 畫面<br>full 畫面 mode will be released.,1
CostumeSelectPortrait_Selected,選擇ed,choosing,1
LocalNotification_Title,SIF2,Sukufes 2,1
LocalNotification_Ticker,LP has been fully 恢復!,LP has been fully recovered,1
LocalNotification_Message,LP has been fully 恢復!,LP has been fully recovered,1
LocalNotification_Description,Notifications,notification,1
LiveDownload_State_Downloading,Now Loading...,Now Loading。..,1
LiveDownload_State_Complete,Ready!,Ready!,1
LiveScene_Dialog_ContinueTitle,Resume,Resume live,1
LiveScene_Dialog_ContinueMessage,使用 <color=#C12424>{0}</color> 愛心寶石至fully recover HP與resume 演唱會?,Do you want至<color =#c12424> {0} </color>的Loveka與restart live至restart HP?,1
LiveScene_Dialog_ContinueGemShortageTitle,Not Enough 愛心寶石,Loveka shortage,1
LiveScene_Dialog_ContinueGemShortageMessage,曜 do not have enough 愛心寶石<br>Unable至resume 演唱會.,I can't resume live because there is shortage的Loveka,1
LiveScene_Dialog_FailureTitle,演唱會 Failed,演唱會 failure,1
LiveScene_Dialog_FailureMessage,曜 have run out的HP.<br><br>曜 can use <color=#C12424>{0}</color> 愛心寶石至fully recover 你的HP與resume 演唱會.,HP has disappeared<br> <br>By consuming Loveka <color =#c12424> {0} 個別 </color>，你可以recover與restart HP.,1
LiveScene_Dialog_FailureMessage_EventSpirit,曜 have run out的HP.<br><br>曜 can use <color=#C12424>{0}</color> 愛心寶石至fully recover 你的HP與resume 演唱會.,HP has disappeared<br> <br>By consuming Loveka <color =#c12424> {0} 個別 </color>，你可以recover與restart HP.,1
LiveScene_Dialog_PauseTitle,Pause,pause,1
LiveScene_Dialog_PauseMessage,Quit 演唱會與return至歌曲 選擇 畫面?<br><br><color=#C12424>*LP will not be consumed if you quit.</color>,Will you end live與return至歌曲 選擇ion？<br><COLOR =#c12424> * LP is not consumed if it ends </color>,1
LiveScene_Dialog_PauseMessage_EventChallenge,Quit 演唱會與return至歌曲 選擇 畫面?<br><br><color=#C12424>*Miracle Stars will not be consumed if you quit.</color>,Will you end live與return至歌曲 選擇ion？<br> <br><COLOR =#c12424> * Miracle Star is not consumed 當 finished </color>,1
LiveScene_Dialog_PauseMessage_CannotRetire,,#VALUE!,1
LiveScene_Dialog_RetireConfirmTitle,Quit,End live,1
LiveScene_Dialog_RetireConfirmMessage,曜 will not 獲得 獎勵s if you quit.<br>Return至演唱會與continue playing?<br><br><color=#C12424>*LP will not be consumed if you quit.</color>,When you end live，you will not be able至get 獎勵。<br>Do you want至go back至live與continue playing？<br><COLOR =#c12424> * LP is not consumed if it ends </color>,1
LiveScene_Dialog_RetireConfirmMessage_EventChallenge,曜 will not 獲得 獎勵s if you quit.<br>Return至演唱會與continue playing?<br><br><color=#C12424>*Miracle Stars will not be consumed if you quit.</color>,When you end live，you will not be able至get 獎勵。<br>Do you want至go back至live與continue playing？<br> <br><COLOR =#c12424> * Miracle Star does not consume </color>,1
LiveScene_Dialog_SuspendButton,Quit,,1
LiveScene_Dialog_CancelButton,取消,,1
LiveScene_Dialog_ReheasalRetryConfirmMessage,Quit 演唱會與restart來自beginning?,Do you want至start live與start over來自beginning?,1
LiveScene_Dialog_ReheasalRetireConfirmMessage,Quit 演唱會與return至歌曲 選擇 畫面?,Will you end live與return至歌曲 選擇ion?,1
LiveScene_MultiWaitOtherPlayerLoading,成員 are getting ready...,成員 are preparing。..,1
LiveScene_MultiWaitOtherPlayerPlaying,成員 are於演唱會...,成員 live。..,1
LiveScene_MultiUserIntroduction_Vs,Play 演唱會與this player,演唱會與this player,1
LiveScene_MultiUserIntroduction_EventHomework,Play 演唱會與this player,演唱會與this player,1
LiveScene_SkillBoard_Trigger,Skill activated,Special skill activation,1
LiveScene_VoltageGaugeLv1,(Dummy) LV 1,(Dummy) Lv 1,1
LiveScene_VoltageGaugeLv2,(Dummy) LV 2,(Dummy) Lv 2,1
LiveScene_VoltageGaugeLv3,(Dummy) LV 3,(Dummy) Lv 3,1
LiveScene_VoltageGaugeLv4,(Dummy) LV 4,(Dummy) Lv 4,1
LiveScene_VoltageGaugeLvMax_ClimaxReady,Preparing Surge Time,Climax time preparing,1
LiveScene_VoltageGaugeLvMax_ClimaxPlaying,It's SURGE Time!!!,CLIMAX time is activating！!,1
LiveScene_VoltageGaugeLvMax_ClimaxEnd,SURGE Time Has Ended,Climax time is over,1
LiveScene_VoltageGaugeLvMax_ClimaxPerfect,PERFECT SURGE!!!,Climax Perfect！!,1
LiveScene_AutoPlayComment,High 分數 will be reflected on autoplay.,Since it is auto play， high 分數 is applied,1
LiveScene_Dialog_RestartConfirmTitle,Restart 歌曲,Remove來自beginning,1
LiveScene_Dialog_RestartConfirmMessage,Quit 演唱會與restart來自beginning?<br><br><color=#C12424>*LP will not be consumed if you quit.</color>,Do you finish live與start over來自beginning？<br> <br><COLOR =#c12424> * LP does not consume </color>,1
LiveScene_Dialog_RestartConfirmMessage_EventSpirit,Quit 演唱會與restart來自beginning?<br><br><color=#C12424>*Miracle Stars will not be consumed if you quit.</color><br><br>,Do you finish live與start over來自beginning？<br><COLOR =#c12424> * Miracle star does not consume </color><br></color><br></color><br>,1
LiveScene_Dialog_ContinueSpiritShortageTitle,不足 Miracle Stars.,Miracle star shortage,1
LiveScene_Dialog_ContinueSpiritShortageMessage,曜 do not have enough Miracle Stars.<br><br>Miracle Stars can be 獲得<br>透過 playing standard 歌曲.<br><br>,Miracle Star is lacking<br> <br>Miracle Star can be acquired透過playing 普通 歌曲<br> <br>,1
CooperationLive_BlueText,<color=#0064AA>{0}</color>,<color =#0064aa> {0} </color>,1
CooperationLive_GreenText,<color=#328C00>{0}</color>,<color =#328c00> {0} </color>,1
CooperationLive_PurpleText,<color=#8644C6>{0}</color>,<color =#8644C6> {0} </color>,1
CooperationLive_RedText,<color=#D73C55>{0}</color>,<color =#d73C55> {0} </color>,1
CooperationLive_OrangeText,<color=#FF9831>{0}</color>,<color =#ff9831> {0} </color>,1
CooperationLive_RoomRestriction,演唱會 Restrictions,演唱會 restriction,1
CooperationLive_NormalRoom,普通,usually,1
CooperationLive_SpecialRoom,Day的Week,day的week,1
CooperationLive_EventRoom,Events,event,1
Notice_DialogTitle,歌曲 added!,Added 歌曲!,1
Notice_DialogSchool,(Dummy),(dummy),1
Notice_DialogWordsDefault,作詞:,作詞:,1
Notice_DialogCompositionDefault,作曲:,作曲:,1
Notice_DialogArrangerDefault,編曲:,編曲:,1
MultiConfirm_EasyColorText,<color=#0096C8>{0}</color>,<color =#0096c8> {0} </color>,1
MultiConfirm_NormalColorText,<color=#78B400>{0}</color>,<color =#78b400> {0} </color>,1
MultiConfirm_HardColorText,<color=#F57873>{0}</color>,<color =#f57873> {0} </color>,1
MultiConfirm_ExpertColorText,<color=#F28E00>{0}</color>,<color =#f28e00> {0} </color>,1
MusicDetail_DialogTitle,歌曲 Details,Music details,1
MusicDetail_RecievedLabel,Obtained,Already acquired,1
MusicDetail_RemainLabel,{0}x remaining,And {0} times,1
MusicDetail_FirstLabel,First clear,First 獎勵,1
MusicDetail_ClearReward,Guaranteed clear 獎勵,確認ed clear 獎勵,1
MusicDetail_RandomReward,隨機 clear 獎勵,隨機 clear 獎勵,1
MusicDetail_DetailTab,歌曲 Details,Music information,1
MusicDetail_RewardTab,完成 獎勵,Achievement 獎勵,1
MusicDetail_Reference,Source: {0},Source: {0},1
MusicSelect_HighScore,High 分數,High 分數,1
MusicSelect_MyRankingHighScore,Your<br>(Dummy),Your<br>(dummy),1
MusicSelect_NoAnyDifficulty,{0} 難度 is not available為this 歌曲。選擇ing another 歌曲.,Since there is no 難度的{0}於選擇ed 歌曲，選擇 other 歌曲,1
MusicSelect_ClearRamp,完成 status,完成 status,1
MusicSelect_TeacherPoint,High 分數 rate,High -core rate,1
MusicSelect_TeacherPointSum,Total high 分數 rate,Comprehensive high -core rate,1
MusicSelect_CategoryButton,Genre,Genre,1
MusicSelect_SortButton,篩選,Narrow down,1
MusicSelect_ClearBonusButton,完成 獎勵,Achievement 獎勵,1
MusicSelect_RandomButton,Auto,隨機,1
MusicSelect_SortApplyDataBar,Applied,During application,1
MusicSelect_ObtainTypeShopMessage,Purchase來自歌曲 商店,Buy at music 商店,1
MusicSelect_ObtainTypeShopButton,歌曲 商店,To music 商店,1
MusicSelect_ObtainTypeMissionMessage,"Complete<br>mission<br>""{0}""",Achieve mission<br>'{0}'<br>,1
MusicSelect_ObtainTypeMissionButton,任務,To mission,1
MusicSelect_ObtainTypeStoryMessage,"獎勵為viewing<br>main 劇情<br>""{0}""",Main 劇情<br>'{0}'<br>browsing 獎勵,1
MusicSelect_ObtainTypeStoryButton,劇情,To 劇情,1
MusicSelect_ObtainTypePlayerRankMessage,Reach Rank {0}.,Set Rank至{0},1
MusicSelect_ObtainTypeNoneMessage,Unlock conditions have not been set.,Liberation conditions are not set,1
MusicSelect_ObtainTypeNoneButton,Undefined,undefined,1
MusicSelect_UnlockTitle,Unlock Conditions,Release condition,1
MusicSelect_SortDialogTitle,Sort,Sorting,1
MusicSelect_RefineDialogTitle,篩選,Narrow down,1
MusicSelect_FilterCategoryTitle,Genre,Genre,1
MusicSelect_FilterOtherTitle,Other,others,1
MusicSelect_SortTitle,Sorting Order,Sort order,1
MusicSelect_FilterCategoryAll,All,all,1
MusicSelect_FilterCategoryCharacterSong,(Dummy),(dummy),1
MusicSelect_FilterCategoryCoupling,(Dummy),(dummy),1
MusicSelect_FilterCategorySongWithinPlay,(Dummy),(dummy),1
MusicSelect_FilterCategoryOther,Other,others,1
MusicSelect_FilteRefineNone,None specified,unspecified,1
MusicSelect_FilterRefineFavorite,Favorite,favorite,1
MusicSelect_FilterRefineNotClear,Not cleared,Uncontrolled,1
MusicSelect_FilterRefineNotScoreSS,SS Rank not obt.,Not 分數 Rank SS,1
MusicSelect_FilterRefineNotFullCombo,Full Combo not obt.,Non -full combo,1
MusicSelect_FilterRefineNotAllPerfect,All PERFECT not obt.,Not all perfect,1
MusicSelect_SortDefault,Default,Default,1
MusicSelect_SortMusicName,Order透過歌曲 稱號,歌曲 name order,1
MusicSelect_SortReleaseTime,Order透過release,Order的distribution,1
MusicSelect_SortMusicLevel,Order透過等級,等級 order,1
MusicSelect_SortHighScore,Order透過high 分數,High 分數 order,1
MusicSelect_Ranking,排行榜,排行榜,1
MusicSelect_AllTab,All,all,1
MusicSelect_NoClearRate,--:--%,-:-%,1
MusicRanking_Score,SCORE,分數,1
MusicRanking_Rank,RANK,Rank,1
MusicRecommend_RecommendList,推薦,推薦 清單,1
MusicRecommend_RecommendListCancel,關閉 Recommend,推薦 清單 cancellation,1
MusicRecommend_UseThisList,使用 This List,使用 this 清單,1
MusicFilterAutoSort_DialogTitle,Auto Sort,Omakase 歌曲 選擇ion,1
MusicFilterAutoSort_Random,隨機,隨機,1
MusicFilterAutoSort_NonPlay,Not played,歌曲 that I haven't played yet,1
MusicFilterAutoSort_RecentPlay,Recently played,歌曲 I played recently,1
MusicFilterAutoSort_RecentRelease,Recently released,Recently distributed 歌曲,1
MusicGoal_DialogTitle,歌曲 Goals,Music goal,1
MusicGoal_ScoreLabel,SCORE |,分數 |,1
MusicGoal_HighScore,HIGH SCORE,High 分數,1
MusicGoal_ComboLabel,COMBO |,Combo |,1
MusicGoal_Combo,COMBO,Combo,1
MusicGoal_MaxCombo,MAX COMBO,Max Combo,1
MusicGoal_FullComboLabel,FULL COMBO |,Full Combo |,1
MusicGoal_ClearLabel,CLEAR |,完成 |,1
MusicGoal_ClearCount,完成 Count,Number的clears,1
MusicGoal_Count,times,times,1
MusicGoal_Achievement,Achieved,Achievement,1
MusicGoal_AchievementRate,完成 rate<br>為 all players,All players<br>完成 rate,1
MusicGoal_Percent,%,%,1
MusicGoal_HighOrder,Top 排行榜s,Top position,1
MusicGoal_UnPlayed,Unplayed,Not played,1
CooperationLive_TotalPower,Main Unit's Group Power:,Overall power的main unit:,1
CooperationLive_NormaType,普通,usually,1
CooperationLive_SpecialType,Day的Week,day的week,1
CooperationLive_StampSettingButton,Sticker Settings,Stamp settings,1
CooperationLive_PrivateButton,Private,private,1
CooperationLive_FriendsInviteButton,Friend Invitations,Invitation至friends,1
CooperationLive_DeckEditButton,Unit Formation,Unit formation,1
CooperationLive_InviteIcon,!,!,1
CooperationLive_MatchingDialogTitle,Matching,During matching,1
CooperationLive_MatchingDialogMessage,Searching 演唱會...,I'm searching為live,1
CooperationLive_CreateRoomDialogTitle,Creating 演唱會,Under live performance,1
CooperationLive_CreateRoomDialogMessage,Creating 演唱會...,I am creating live performance,1
CooperationLive_MatchingDialogAnnotation,*This may take some time 期間 busy periods.,* It may take time 當 crowded,1
CooperationLive_PrivateSelectDialogTitle,Private 演唱會,Private live,1
CooperationLive_PrivateSelectDialogEnterMessage,Enter 演唱會 ID<br>與 join.,Enter live ID與enter room,1
CooperationLive_PrivateSelectDialogEnterButton,Join,Entering room,1
CooperationLive_PrivateSelectDialogCreateMessage,Set requirements<br>至 create 演唱會.,Create live performance透過specifying conditions,1
CooperationLive_PrivateSelectDialogCreateButton,Create,create,1
CooperationLive_RoomTypeRewardInfo,{0} Up!,{0} Up!,1
CooperationLive_RoomTypeRewardWeekMonday,Monday only,Monday only,1
CooperationLive_RoomTypeRewardWeekTuesday,Tuesday only,Tuesday only,1
CooperationLive_RoomTypeRewardWeekWednesday,Wednesday only,Wednesday only,1
CooperationLive_RoomTypeRewardWeekThursday,Thursday only,Thursday only,1
CooperationLive_RoomTypeRewardWeekFriday,Friday only,Limited至Friday,1
CooperationLive_RoomTypeRewardWeekSaturday,Saturday only,Saturday only,1
CooperationLive_RoomTypeRewardWeekSunday,Sunday only,Sunday only,1
FriendInviteItem_RoomCreater,使用r Name,username,1
FriendInviteItem_RoomType,演唱會 Attribute,演唱會 attribute,1
FriendInviteItem_RoomCondition,演唱會 Restrictions,演唱會 restriction,1
FriendInviteItem_RoomComment,Comment,One comment,1
FriendInviteItem_RoomName,演唱會 Name,演唱會 name,1
FriendInviteItem_RoomReward,演唱會 獎勵,演唱會 獎勵,1
FriendInviteItem_RoomSessionID,演唱會 ID,演唱會 ID,1
FriendInviteItem_JoinButton,Join,Entering room,1
LiveMatching_PrivateRoomTitle,ID:,ID:,1
LiveMatching_RoomConditionTitle,演唱會 Name:,演唱會 name:,1
LiveMatching_RoomTypeInfoTitle,演唱會 獎勵:,演唱會 獎勵:,1
LiveMatching_PlayerTitle,{0}P,{0} p,1
LiveMatching_Support,Support,support,1
LiveMatching_WaitMessage,Matching..。Please wait為all 成員至arrive.,During matching。.。Please wait until 成員 are together,1
LiveMatching_WaitMessageInfo,*演唱會 shows can be started與2 或 more players.,* 演唱會 can be started與2 或 more people,1
LiveMatching_RoomTypeNormal,普通,usually,1
LiveMatching_RoomTypeEvent,Day的Week,day的week,1
LiveMatching_MatchedMessage,成員 chosen！Please 選擇 歌曲.,成員 decision！I will move至歌曲 選擇ion,1
LiveMatching_RoomOpenButton,Open 演唱會,演唱會 release,1
LiveMatching_InviteFriendButton,Friend Invitations,Invitation至friends,1
LiveMatching_DecideButton,選擇 成員,成員 confirmed,1
MatchingPlayer_Wait,Waiting...,Recruitment。..,1
LoginBonus_HoldingPeriod,Event Period:,Holding 期間:,1
LoginBouns_Season,{0} {1} ~ {2} {3},{0} {1} ~ {2} {3},1
LoginBouns_Days,Day {0},{0} Day,1
LoginBouns_EventBonusValue,+{0},+{0},1
MultiConfirm_LevelLabel,歌曲 等級,歌曲 等級,1
MultiConfirm_OptionButton,Settings,various settings,1
MultiConfirm_HealthyBoostButton,LP Settings,LP setting,1
MultiConfirm_StartButton,Ready,Ready,1
MultiConfirm_Waiting,Waiting,Waiting,1
CooperationLiveInfo_Title,演唱會 獎勵,演唱會 獎勵,1
CooperationLiveInfo_MessageFormat,{0}<br><br>{1}<br><br>{2},{0}<br> <br>{1}<br> <br>{2},1
CooperationLiveInfo_Message1,"Particular 獎勵s為指定 days are easier至obtain<br>於 ""Day的Week"" 演唱會.<br>*""普通"" 演唱會 give standard 獎勵s。",In 'day的week' live，it will be easier至get fixed 獎勵為each day的week<br>* '普通' live will be 普通 獎勵.,1
CooperationLiveInfo_Message2,Monday {0}<br>Tuesday {1}<br>Wednesday {2}<br>Thursday {3}<br>Friday {4}<br>Saturday {5}<br>Sunday {6},Month {0}<br>Tuesday {1}<br>Water {2}<br>Thursday {3}<br>Gold {4},1
CooperationLiveInfo_Message3,*Drop rates are adjusted為all 道具<br>except those affected透過獎勵 increases.,* Except為道具至be 獎勵ed，<br>acquisition 數量 is adjusted.,1
CooperationLiveInfo_dailyEffect,{0} rate 提升!,{0} ratio up!,1
Stamp_FavoriteTitle,Favorite,favorite,1
Stamp_RemoveButton,Remove,Remove,1
Stamp_ResetButton,Reset,reset,1
Profile_RankStory,{0} {1},{0} {1},1
Profile_RankFriend,Friend limit {0} → {1},Maximum number的friends {0} → {1},1
Profile_RankReward,{0} {1},{0} {1},1
GachaTop_PickUpPhotoDetailTitle,成員 Details,Details的成員,1
GachaTop_PhotoDetailTitle,成員 Details,Details的成員,1
Ornament_OrnamentListTitle,道具 List,道具 List,1
OrnamentShop_OrnamentReplaceTitle,Replace與current 道具?,Do you want至replace it與道具於installation?,1
GachaTop_PickUpPhotoDetailButton,成員 Details,Details的成員,1
GachaTop_InfoDetailButton,招募 Details,Solicitation details,1
GachaTop_ExchangeButton,道具 Exchange,Exchange,1
Notice_GroupExpNoticeWindowTitle,Group Rank,Glue plank,1
Button_Download,下載,download,1
Mission_AcceptAllButtonText,Claim All,Collective receipt,1
MusicDecision_MusicLevelArea,{0} - {1},{0} ~ {1},1
MusicDecision_RandomMusicTitle,Auto,隨機,1
MusicDecision_RandomMusicLevel,???,？?,1
MusicDecision_LiveLevelReselectButton,Re選擇,Re-選擇ion,1
MusicDecision_ShuffleMessage,Shuffle 歌曲,Lottery為歌曲,1
MusicDecision_DifficultySelectMessage,Choose 歌曲 難度.,Please 選擇 難度 等級至play,1
EventTop_ScoreRanking,Overall 分數 排行榜,Overall 分數 排行榜,1
EventTop_GroupScoreRanking,分數 排行榜透過group,Competition 分數 排行榜,1
EventTop_Season,Up至{0},Until {0},1
EventTop_UntilRewardPoint,{0} more pts,Until {0} pt,1
EventTop_NextEventPoint,下一步: pts,And p,1
EventTop_NextEventHomeworkPoint,下一步:,After,1
EventTop_TotalEventPoint,Total event pts,Cumulative event PT,1
EventTop_HasHomeworkPoint,No。的 co-op missions completed:,Number的cooperation missions:,1
EventTop_HasStamina,Miracle Stars held,Miracle star於possession,1
EventTop_HasBadge,Picks held:,Packing Pick:,1
EventTop_HasMedal,愛心寶石 held:,Possession Loveka:,1
EventTop_HasTicket,Fortune 票券 held:,Purchased ticket:,1
EventTop_NextStory,★下一步 劇情,★ 下一步 劇情,1
EventTop_NextReward,★下一步 獎勵,★ 下一步 獎勵,1
EventTop_NowHomework,★Current goal(s),★ Current issues,1
EventTop_AllGetReward,All 獲得,All have been acquired,1
EventTop_AllGetStory,All unlocked,All have been released,1
EventTop_ExchangeButton,道具 Exchange,Exchange,1
EventTop_BingoButton,BINGO,Bingo,1
EventTop_BoxGachaButton,招募 (Box),Solicary (box),1
EventTop_ChangeHomeworkButton,Change Goal,Assignment change,1
EventTop_HomeworkMusicLevel,歌曲 難度,Music 難度,1
EventTop_HomeworkMusicLevelValue,或 more,that's all,1
EventTop_CloseExchangeShopTerm,Exchange open until: {0},交換 is up至{0},1
EventTop_CloseBoxGachaTerm,(Dummy) available until {0},(Dummy) up至{0},1
EventTop_StoryButtonNextPoint,下一步: pts,And p,1
EventTop_StoryButtonNextPointHomework,下一步:,After,1
EventTop_TermTitle,Event Period:,Holding 期間:,1
EventTop_ResultTermTitle,Result announcement schedule:,Result announcement 期間:,1
EventTop_EmotionalMemberSelectTermTitle,成員 選擇ion Period,[成員 選擇ion 期間],1
EventTop_EmotionalBandSelectTermTitle,Group 選擇ion Period,[Group 選擇ion 期間],1
EventTop_Multi_HelpterBonus,返回up 獎勵,Otasuke 獎勵,223061303
EventTop_Multi_TodayHelpterCount,Today's 返回up Limit,Today's number的times,223061303
EventTop_Multi_AlreadyPlayedHelper,Today's backup limit has been reached.,I've played today's number的times,223061303
EventTop_Multi_UnitSettings,Event-Only<br>Unit Formation,Event only<br>Unit formation,223061303
EventTop_Multi_Live,開始 Multiplayer Show,演唱會 together,223061303
EventTop_Multi_LiveEx,Multiplayer 演唱會!,演唱會 together!,223061303
EventTop_Multi_FreeMatching,免費 Matching,免費 matching,223061303
EventTop_Multi_FreeMatching_Info,Casual game與other players!,Feel free至play與other players!,223061303
EventTop_Multi_PrivateMatching,Private Matching,Private matching,223061303
EventTop_Multi_PrivateMatching_Info,Invite friends至play together!,Invite 你的friends至play!,223061303
EventTop_Multi_Join,Join,Participation,223061303
EventTop_Multi_HelperJoin,Join as 返回up,Participation,223061303
EventTop_Multi_HelperCondition,To join as backup，you must clear 難度 {0}與have {2} 或 more {1} points.,完成 難度 等級 {0} 或 more，與 你可以participate於{1} p與{2} 或 more.,223061303
EventTop_Multi_Room,room,room,223061303
EventTop_Multi_Room2,room,In room,223061303
EventTop_Multi_RoomCreate,Create,create,223061303
EventTop_Multi_RoomJoin,Join,Participation,223061303
EventTop_Multi_HelperToday,Today,today,223061303
EventTop_Multi_HelperCount,{0}/{1},{0}/{1},223061303
EventTop_Multi_MatchingTitle,難度 選擇ion,難度 選擇ion,223061303
EventTop_Multi_MatchingTitleHelper,Join as 返回up 成員,Participate於Otasuke,223061303
EventTop_Multi_RoomCreateDialog_Info,選擇 難度 等級.,Please 選擇 難度 等級,223061303
EventTop_Multi_RoomCreateDialog_Info2,*Multiple 難度 等級 can be 選擇ed.<br>*If multiple 等級 are 選擇ed，you will be matched 隨機ly來自one的難度 等級 you have 選擇ed.,* 曜 can choose multiple difficulties<br>* If you 選擇 multiple，it will be 隨機ly matched來自選擇ed 難度 等級.,223061303
EventTop_Multi_RoomCreateDialog_Info3,選擇 難度 等級.,Please 選擇 one 難度 等級,223061303
EventTop_Multi_RoomCreateDialog_Info4,*曜 will perform 演唱會 at 你的選擇ed 難度.,* 曜 can play live與選擇ed 難度 等級,223061303
EventTop_Multi_RoomCreateDialog_Error,There is no 難度 等級 選擇ed.,難度 等級 is not 選擇ed,223061303
