_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
3053,歌唱與微笑！！,歌唱與微笑！！,シンクアントスマイル,QU4RTZ,"作詞・編曲：Carlos K.<br>作曲：丸谷マナブ , Carlos K.",,QU4RTZ 1st單曲。壮大なストリングスとQU4RTZのハーモニーが合わさった、歌曲で聞いた人の心を笑顏にしてくれるような曲。演唱會で披露されたマイクスタンドを用いた息の合ったパフォーマンスは必見。,3,303,jacket_3053,31003053,32003053,0,0,0,2020/02/12,1
3054,孤獨之雨,孤獨之雨,ソリテユウトレイン,櫻坂雫(CV.前田佳織里),"作詞：Ayaka Miyake　<br>作曲：鈴木エレカ , JOE　<br>編曲：JOE",TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』第8話插入曲,作中では演劇部の舞臺發表の劇中歌曲として披露された。TV動畫1期第8話のタイトル「しずく、モノクローム」を想起するような、黑と白の衣装も印象に殘る。PVにはスクフェスのN部員として登場していた時に着ていた衣装や、「すごい てん☆ふぇす」に登場する担々麺を食べるネタなど、様々無ずくが描かれている。<br>,3,390,jacket_3054,31003054,32003054,0,0,0,2020/12/16,1
3055,夢向的一步,夢向的一步,ユメヘノイツホ,上原步夢(CV.大西亜玖璃),作詞・作曲：Akira Sunset<br>編曲：菊池博人,スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。步夢のソロ1曲目の曲。「仲間」であるあなたへ向けた、共に一步一步進んでいこうというメッセージ性の強い歌曲詞が印象に殘る。<br>,3,390,jacket_3078,31003055,32003055,0,0,0,2018/11/21,1
3056,鑽石,鑽石,タイアモント,中須かすみ(CV.相良茉優),"作詞・作曲：鈴木エレカ , JOE<br>編曲：tasuku",スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。かすみのソロ1曲目の曲。かすみの性格をまっすぐ表した曲であり、かわいさやあざとさが曲のあちこちに散りばめられている。曲中の「L・O・V・E！かすみん！」コールは大いに盛り上がる。,3,390,jacket_3078,31003056,32003056,0,0,0,2018/11/21,1
3057,你理想中的女主角,你理想中的女主角,アナタノリソウノヒロイン,櫻坂雫(CV.前田佳織里),作詞・作曲：月見草<br>編曲：遠藤ナオキ,スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。しずくのソロ1曲目の曲。演劇部の後輩の立場から憧れの先輩への想いを綴った曲であり、しずくが演劇部にも在籍していることとマッチしている。MVや演唱會では曲の最後に聲を出さずに告げるセリフがある。,3,390,jacket_3078,31003057,32003057,0,0,0,2018/11/21,1
3058,星光,星光,スタアライト,朝香果林(CV.久保田未夢),作詞・作曲 ・編曲：BEATNINE,スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。果林のソロ1曲目の曲。果林のイメージ通りなセクシーさやかっこよさをふんだんに取り込んだEDMソング。MVや演唱會ではレーザーや照明に加え激しいダンスを交えた壮大な空間が出来上がる。,3,390,jacket_3078,31003058,32003058,0,0,0,2018/11/21,1
3059,超級前進！！,超級前進！！,メツチヤコオインク,宮下 愛(CV.村上奈津実),"作詞：Akira Sunset<br>作曲：Akira Sunset , Carlos K.<br>編曲：Carlos K.",スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。愛のソロ1曲目の曲。愛が好きなダジャレやギャル語が歌曲詞にふんだんに使われており、聴くとテンションが上がるようなアッパーチューン。DiverDivaのユニット演唱會&ファンミーティングでは愛と果林の雙人姿勢Ver.が披露された。,3,390,jacket_3078,31003059,32003059,0,0,0,2018/11/21,1
3060,想去沉睡森林,想去沉睡森林,ネムレルモリニイキタイナ,近江彼方(CV.鬼頭明里),"作詞・作曲・編曲：Ryota Saito , Diz",スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。彼方のソロ1曲目の曲。夢の國に誘われるようなゆったりとした曲となっており、彼方の性格そのものを表しているといえるだろう。MVや演唱會ではベッドが現れ、最後彼方は眠りにつく。,3,390,jacket_3078,31003060,32003060,0,0,0,2018/11/21,1
3061,心跳嗶啵☆情感,心跳嗶啵☆情感,トキヒホエモオシヨン,天王寺璃奈(CV.田中ちえ美),"作詞・作曲・編曲：NOVECHIKA , 菊池博人",スクスタ劇情2章插入曲,虹ヶ咲學園學園偶像同好會 1st專輯収録曲。璃奈のソロ1曲目の曲。感情を表に出すのが苦手な璃奈が、「璃奈板」を装着した時の心情を歌曲詞に表している。ピコピコ音が目立つ電波ソングで「璃奈板」コールは定番の盛り上がりポイントである。,3,390,jacket_3078,31003061,32003061,0,0,0,2018/11/21,1
3062,虹色熱情！,虹色熱情！,ニシイロハツシヨンス,虹ヶ咲学園學園偶像同好会,作詞：Ayaka Miyake<br>作曲・編曲：Keisuke Koyama,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』1期　OP主題歌曲,TV動畫「LoveLive!虹ヶ咲學園學園偶像同好會」第1期OP主題歌曲。「ソロアイドル」という新しいプロジェクトの中にもLoveLive!らしさは健在であることをアピールするような全員曲。壮大なストリングスと光るベースラインが魅せる。<br>,3,300,jacket_3062,31003062,32003062,0,0,0,2020/10/21,1
3063,願望,願望,ウイツシユ,朝香果林(CV.久保田未夢),"作詞：BEATNINE<br>作曲：Carlos K.<br>編曲：Carlos K. , JOE",虹ヶ咲學園學園偶像同好會　果林キズナエピソード12話插入曲,虹ヶ咲學園學園偶像同好會 2nd專輯収録曲。キズナエピソードにて、周りからの期待に應えようとし続けてきた果林に対し、あなたが「もっと素直になっていいんだよ」と送ったメッセージソング。普段の果林とのギャップに戀したファンも少なくないはず。,3,390,jacket_3047,31003063,32003063,0,0,0,2019/10/02,1
3064,青色金絲雀,青色金絲雀,アオイカナリア,三船栞子(CV.小泉萌香),"作詞：中村 步 , 鈴木エレカ , JOE<br>作曲・編曲：今川トモミチ , 鈴木エレカ , JOE",スクスタ劇情27章插入曲,スクスタ劇情27章插入曲。教育實習生として虹ヶ咲學園にやってきた栞子の姉薫子に対し、守られるだけの子供ではなく対等な人間として扱ってほしいことを叫んだ魂の一曲。ロックな曲調に合わせた栞子の熱い想いが歌曲詞から傳わってくる。,3,390,jacket_3016,31003064,32003064,0,0,0,2021/10/06,1
3065,夢想從這裡開始喔,夢想從這裡開始喔,ユメカココカラハシマルヨ,虹ヶ咲学園學園偶像同好会,"作詞：Ayaka Miyake<br>作曲・編曲：中村 步 , 野口大志",TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』第13話插入曲,TV動畫の作中で初めてソロではなく全員で歌曲唱をした、「あなた」の背中を押してくれるような曲。そのMVには各々のソロの振り付けや、First Liveのステージが再現されていたりと、ファンが嬉しい様々な仕掛けが施されている。3rd LiveではTV動畫1期第13話の流れが再現され、多くの人の心に殘っている。<br>,3,300,jacket_3065,31003065,32003065,0,0,0,2021/01/13,1
3066,鮮明世界,鮮明世界,ヒヒツトワアルト,朝香果林(CV.久保田未夢),作詞：Ayaka Miyake　<br>作曲：Luis Ogata　<br>編曲：TeddyLoid,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』第9話插入曲,作中では「ダイバーフェス」にて披露された曲の通り、大きなフェスを連想させるようなEDM。「一人きりじゃきっと知らずにいた弱さ痛み翳り全部」といった歌曲詞のように、果林のもともとの弱さを歌曲いつつ、TV動畫1期9話のタイトルであり、ニジガクにとって重要なフレーズである「仲間でライバル、ライバルだけど仲間」を體現した曲となっている。<br>,3,390,jacket_3066,31003066,32003066,0,0,0,2020/12/16,1
3067,最棒之心,最棒之心,サイコオハアト,宮下 愛(CV.村上奈津実),作詞：Ayaka Miyake<br>作曲・編曲：PASSiON KiNG,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』第4話插入曲,TV動畫「LoveLive!虹ヶ咲學園學園偶像同好會」1期第4話插入曲。歌曲詞は笑顏や太陽がテーマとなっており、その中にも愛の好きなダジャレは健在。ゆったりな歌曲いだしから一氣にテンションが上がっていく。朝に聞きたい一曲。,3,390,jacket_3067,31003067,32003067,0,0,0,2020/12/02,1
3068,相連連結,相連連結,ツナカルコネクト,天王寺璃奈(CV.田中ちえ美),作詞：Ayaka Miyake<br>作曲：DECO*27<br>編曲：ポリスピカデリー,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』第6話插入曲,感情を顏に出すことが苦手な璃奈が、「璃奈板」を駆使してソロ演唱會を行った時に披露された曲。リアルの會話で發言を巻き戻すことができないことを「［Ctrl］+［Z］きかないし」といった璃奈ならではの歌曲詞で表している。機械が得意な璃奈に似合ったピコピコサウンドのチップチューン。,3,390,jacket_3068,31003068,32003068,0,0,0,2020/12/02,1
3069,終將合一的故事,終將合一的故事,ヤカテヒトツノモノカタリ,櫻坂雫(CV.前田佳織里),作詞・作曲：月見草<br>編曲：菊池博人,虹ヶ咲學園學園偶像同好會　しずくキズナエピソード21話插入曲,「スクスタ」キズナエピソードにて、ファンクラブのみんなへ、朗讀劇と歌曲を届けるために披露した曲。しずくが考えた「すべての、始まりの物語」をしずくの演じる「ある少女の物語」が一曲を通してミュージカルのように綴られている。<br>,3,390,jacket_3003,31003069,32003069,0,0,0,2020/09/02,1
3070,快樂的天才,快樂的天才,タノシイノテンサイ,宮下 愛(CV.村上奈津実),"作詞：Akira Sunset<br>作曲：Akira Sunset , Carlos K.<br>編曲：Carlos K.",虹ヶ咲學園學園偶像同好會　愛キズナエピソード21話插入曲,「スクスタ」キズナエピソードにて、病院にいるみんなに向けて「樂しい」を傳えるため、元氣にするために演唱會した時に披露した曲。愛が好きなダジャレとラップが入り混ざったアッパーで笑顏になれるチューン。<br>,3,390,jacket_3003,31003070,32003070,0,0,0,2020/09/02,1
3071,決意的光芒,決意的光芒,ケツイノヒカリ,三船栞子(CV.小泉萌香),作詞・作曲・編曲：中村 步、菊池博人,虹ヶ咲學園學園偶像同好會　栞子キズナエピソード6話插入曲,キズナエピソードにて、學園偶像同好會の一員となった栞子が自分自身の新たな始まりを歌曲った曲。學園偶像活動を通して、自分の漠然とした大きな夢を和ロックのメロディに乗せて歌曲い上げている。<br>,3,390,jacket_3003,31003071,32003071,0,0,0,2020/09/02,1
3072,未來和聲,未來和聲,ミライハアモニイ,虹ヶ咲学園學園偶像同好会,"作詞：Kanata Okajima<br>作曲：Akira Sunset , ulala<br>編曲：ulala , Akira Sunset",,虹ヶ咲學園學園偶像同好會としては初めての動畫ーションＰＶ付き單曲のC/W 曲。カップリングであるこの曲も1コーラスだけ動畫ーションPVが制作された。壮大なストリングスと共に從今以後始まる明るい未来への積極向前な歌曲詞が多くの人の心に殘っている。TV動畫2期第11話ではアレンジされたBGMが使われた。<br>,3,300,jacket_3072,31003072,32003072,0,0,0,2020/07/29,1
3073,超新星,超新星,スウハアノウア,DiverDiva,作詞・作曲・編曲： Dummy Dog,,DiverDiva 1st單曲。「仲間でライバル」を體現したDiverDivaならではの本格派ダンスミュージック。銀河をイメージしたこの樂曲は、愛の勢いのあるラップと果林の大人びた歌曲聲等、「月」と「太陽」のような二人の関係性を表す様々な対比が樂しむことができる。,3,301,jacket_3073,31003073,32003073,0,0,0,2020/02/12,1
3074,開花宣言,開花宣言,カイカセンケン,上原步夢(CV.大西亜玖璃),作詞・作曲：Akira Sunset<br>編曲：遠藤ナオキ,虹ヶ咲學園學園偶像同好會　步夢キズナエピソード12話插入曲,キズナエピソードにて、ファンレターのお禮を歌曲詞に乗せて傳えようと思った步夢が完成させた曲。開花宣言の花はガーベラで花言葉は「常に前進」。ファンのみんなと共に成長していこうという步夢の積極向前な氣持ちが表れている。<br>,3,390,jacket_3047,31003074,32003074,0,0,0,2019/10/02,1
3075,友與愛,友與愛,ユウアントアイ,宮下 愛(CV.村上奈津実),"作詞：Akira Sunset<br>作曲：Carlos K.<br>編曲：Carlos K. , Konnie Aoki",虹ヶ咲學園學園偶像同好會　愛キズナエピソード12話插入曲,虹ヶ咲學園學園偶像同好會 2nd專輯収録曲。キズナエピソードにて、愛のファングループ「愛トモ」の成員である「あい友」へ向けた感謝のサプライズとして愛が作詞した曲である。友情や愛情をテーマにした歌曲詞で聴く人を笑顏にしてくれる。,3,390,jacket_3047,31003075,32003075,0,0,0,2019/10/02,1
3076,讓聲音相連吧,讓聲音相連吧,コエツナコウヨ,エマ・ヴェルデ(CV.指出毬亜),"作詞：Ryota Saito<br>作曲・編曲：浦島健太 , 山本 匠",虹ヶ咲學園學園偶像同好會　エマキズナエピソード12話插入曲,キズナエピソードにて、保育園のボランティアに行ったエマが浮かない顏した子にも樂しい氣持ちが届くようにと「あなた」と共に作った曲。First Liveではエピソードをもとにキッズダンサーがゲストで出演し、エマと一緒に踊った。,3,390,jacket_3047,31003076,32003076,0,0,0,2019/10/02,1
3077,心電感應,心電感應,テレレテハシイ,天王寺璃奈(CV.田中ちえ美),"作詞：NOVECHIKA , クボナオキ<br>作曲：クボナオキ<br>編曲：縄田寿志",虹ヶ咲學園學園偶像同好會　璃奈キズナエピソード12話插入曲,キズナエピソードにて、璃奈が初めて璃奈板を外して歌曲った樂曲。キズナエピソード12話が配信されたときはSNSなどで大きな話題となった。演唱會ではテレパシーステッキを振る振付が印象に殘る。,3,390,jacket_3047,31003077,32003077,0,0,0,2019/10/02,1
3078,心動奔跑者,心動奔跑者,トキメキランナアス,虹ヶ咲学園學園偶像同好会,作詞：畑 亞貴<br>作曲・編曲：矢鴇つかさ(Arte Refact),『LoveLive!學園偶像フェスティバル ALL STARS』 オープニングテーマ,「LoveLive!學園偶像フェスティバル ALL STARS」主題曲。1st專輯のリード曲。虹ヶ咲學園學園偶像同好會の始まりの曲であり、演唱會でも定番の曲となっている。オープニングムービーではμ's、Aqours、虹ヶ咲の3校27人で踊るステージが印象的だった。,3,300,jacket_3078,31003078,32003078,0,0,0,2018/11/21,1
3079,奇蹟請鎖定！（第1版）,奇蹟請鎖定！（第1版）,ミラクルステイチユウンア,虹ヶ咲学園學園偶像同好会,"作詞：NOVECHIKA<br>作曲：NOVECHIKA , 吉村隆行<br>編曲：遠藤ナオキ",,「LoveLive!系列のオールナイトニッポンGOLD」タイアップ企画スプリット單曲。ラジオタイアップにふさわしく賑やかで樂しい雰囲氣が印象的なアッパーチューン。曲間には實際にラジオのコーナーのような12人の掛け合いがあり、4th演唱會では関西弁Ver.も披露された。,3,300,jacket_3079,31003079,32003079,0,0,0,2021/11/24,1
3080,繽紛夢想！繽紛笑容！,繽紛夢想！繽紛笑容！,カラフルトリームスカラフルスマイルス,虹ヶ咲学園學園偶像同好会,"作詞：Ayaka Miyake<br>作曲：要田 健 , Carlos K.<br>編曲：要田 健 , tasuku",TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 OP主題歌曲,イントロのコールが印象的な一曲。MVはお臺場の海上で成員が歌曲っており、合間にはお臺場や有明、豊洲など虹ヶ咲學園の舞臺が描かれている。虹ヶ咲 5th 演唱會では開幕をこの曲と衣装で飾っており、會場を一氣に温めた。<br>,3,300,jacket_3080,31003080,32003080,0,0,0,2022/04/20,1
3081,暮光,暮光,トワイライト,虹ヶ咲学園學園偶像同好会,"作詞：鈴木エレカ<br>作曲：鈴木エレカ , JOE<br>編曲：JOE",,「青春の時間は永遠じゃないのかもしれない」「出逢えてよかった」といった出會いや別れを感じさせる歌曲詞と哀愁を感じるメロディからは殘された時間を精一杯樂しもうといった氣持ちを感じることができる。<br>,3,300,jacket_3080,31003081,32003081,0,0,0,2022/04/20,1
3082,夢想是我們的太陽,夢想是我們的太陽,ユメカホクラノタイヨウサ,虹ヶ咲学園學園偶像同好会,作詞：畑 亞貴<br>作曲・編曲：新田目 駿(HANO),TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 ED主題歌曲,今日泣いちゃうようなことがあっても明日はまた笑顏でいようといった積極向前な歌曲詞と、徐々に人が集まっていくように音數が増えていく構成が印象に殘る。演唱會ではMVで成員が持っていた花を侑のもとへ渡す演出があり、心が温まった。<br>,3,300,jacket_3082,31003082,32003082,0,0,0,2022/04/27,1
3083,繚亂！勝利之路（A型）,繚亂！勝利之路（A型）,リョウランヒクトリーロートア,虹ヶ咲学園學園偶像同好会,作詞・作曲・編曲：チバニャン,,虹ヶ咲學園學園偶像同好會の成員の自己紹介ソング。type Aでは前半のかすみ・璃奈・愛・エマ・果林・せつ菜の紹介をしている。耳に殘る壮大なEDMとポップな自己紹介や「繚乱！虹ヶ咲」のコールが多くの人の耳に殘っている。<br>,3,300,jacket_3082,31003083,32003083,0,0,0,2022/04/27,1
3084,理想鄉,理想鄉,ユートヒア,鐘 嵐珠(CV.法元明菜),"作詞：Ayaka Miyake<br>作曲・編曲：*Luna , 角野寿和",TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 第1話插入曲,TV動畫2期の開幕を象徴するかのようなランジュの迫力のあるダンスやメロディが特徴的。作曲はミア。MVでは女王之境の衣装で同曲のダンスの振りのポーズをするカットがあり、小ネタも樂しめる。<br>,3,390,jacket_3084,31003084,32003084,0,0,0,2022/06/22,1
3085,享受它！,享受它！,エンショイイット,QU4RTZ,"作詞：鈴木エレカ<br>作曲：宮田'レフティ'リョウ , Carlos K.<br>編曲：宮田'レフティ'リョウ",TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 第3話插入曲,同好會の良さをランジュに知ってもらうためにかすみ・璃奈・エマ・彼方の4人がユニットを結成し、絆を深めて作り上げた曲。演唱會では會場全體がサビ前のクラップやサビのキャッチーな振り付けで大いに盛り上がった。<br>,3,303,jacket_3085,31003085,32003085,0,0,0,2022/05/11,1
3086,四季,四季,フォーシースンス,QU4RTZ,"作詞：ぱはむたん , Luis Ogata<br>作曲：Luis Ogata<br>編曲：Luis Ogata",,春・夏・秋・冬と巡る季節の移り変わりを今まで過ごしてきた思い出をテーマにした歌曲詞とエモーショナルなメロディに乗せて歌曲った曲。QU4RTZの4人が織りなすハーモニーは勿論、齊唱も映える曲となっている。<br>,3,303,jacket_3085,31003086,32003086,0,0,0,2022/05/11,1
3087,永恆之光,永恆之光,エターナルライト,DiverDiva,作詞・作曲・編曲：Dummy Dog,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 第4話插入曲,愛と果林が、QU4RTZと違って互いの個性をステージ上でぶつけ合うライバルのようなデュオを組んで誕生したDiverDivaが演唱會で披露した曲。2人の息の合ったパフォーマンスと疾走感のあるドラムンベースが魅力的。<br>,3,301,jacket_3087,31003087,32003087,0,0,0,2022/05/25,1
3088,戀愛魔法！！,戀愛魔法！！,コイスルマシック,DiverDiva,"作詞：ぱはむたん , PASSiON KiNG<br>作曲・編曲：PASSiON KiNG",,DiverDivaには珍しい戀を歌曲ったポップな曲。冒頭の「ちゅちゅちゅちゅ　すきすき　ちゅちゅちゅちゅ　ラブラりん」のフレーズはDiverDivaファンミーティング内での發言が元ネタとなっている。<br>,3,301,jacket_3087,31003088,32003088,0,0,0,2022/05/25,1
3089,無限！我們的翅膀！！,無限！我們的翅膀！！,インフィニティアワーウィンクス,A・ZU・NA,作詞：鈴木エレカ<br>作曲・編曲：Keisuke Koyama,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 第6話插入曲,TV動畫２期、第2回學園偶像フェスティバルの前夜祭にて、「大好きを隠す必要がない」と演説し、生徒會長がせつ菜と同一人物である事を暴露した後に披露した曲。A・ZU・NAらしく各自のパートによって雰囲氣がガラッと変わる、まるで遊園地のような曲となっている。<br>,3,302,jacket_3089,31003089,32003089,0,0,0,2022/06/08,1
3090,撲克臉與拜託了！妖精,撲克臉與拜託了！妖精,ホーカーフェイスアントオネカイフェアリー,A・ZU・NA,"作詞・作曲：新Q , 馬場龍樹<br>編曲：馬場龍樹",,七変化ユニットA・ZU・NAの本曲のテーマはジェラシー。ファンミーティングで出たキーワードを元に作られた。教室で好きな人に話しかけてもらいたいけど自分からアピールできないモヤモヤした様子を歌曲っている。イントロの3人のハモりが印象的である。<br>,3,302,jacket_3089,31003090,32003090,0,0,0,2022/06/08,1
3091,情感,情感,エモーション,三船栞子(CV.小泉萌香),作詞・作曲・編曲：tofubeats,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 第7話插入曲,TV動畫「LoveLive!虹ヶ咲學園學園偶像同好會」2期第7話插入曲。「情感(感情)」という曲名の通りイントロで感情を抑えていた栞子が自分の氣持ちに素直になりサビで笑顏になるMVが印象に殘る。學園偶像のことが大好きな氣持ちを思い出した栞子の秒針がまた動き出す。,3,390,jacket_3091,31003091,32003091,0,0,0,2022/06/22,1
3092,我們追逐的星星,我們追逐的星星,スタースウィーチェイス,ミア・テイラー(CV.内田 秀),作詞：Konnie Aoki<br>作曲・編曲：TeddyLoid,TV動畫『LoveLive!虹ヶ咲學園學園偶像同好會』2期 第9話插入曲,音樂の名門テイラー家の次女として歌曲うことを期待されたが、背負うものの大きさにステージに背を向け、一度は作曲家の道に進んだミア。しかし璃奈との會話をきっかけに再び歌曲うことを決意し、香港に歸ろうとするランジュに向けて歌曲った曲。全編英語の歌曲詞でミアの想いが語られている。,3,390,jacket_3092,31003092,32003092,0,0,0,2022/06/22,1
3094,等級糟糕！冒險,等級糟糕！冒險,レヘルオッフスアトヘンチャース,虹ヶ咲学園學園偶像同好会,作詞・作曲・編曲：T4K,,虹ヶ咲學園學園偶像同好會の成員がゲームセンターで一日中遊んでいる樂しい曲。歌曲詞に合わせてリズムが変わったりと聞くととても樂しい氣持ちになれるロックチューン。<br>,3,300,jacket_3125,31003094,32003094,0,0,0,2022/07/27,1
3095,時尚達人,時尚達人,ファッショニスタ,DiverDiva,作詞・作曲・編曲： Dummy Dog,,TV動畫「LoveLive!虹ヶ咲學園學園偶像同好會」Blu-ray特典曲。トランペットやクラップ音を用いることによりジャズとEDMを融合させたような、新しくもDiverDivaらしさのある重低音ダンスチューン。<br>,3,301,jacket_3095,31003095,32003095,0,0,0,2022/06/24,1
3096,輕飄飄時光！,輕飄飄時光！,フワフワアワー,QU4RTZ,"作詞・作曲・編曲：中村步 , 菊池博人",,お泊まり會をしてみんなでお風呂で樂しんでいるQU4RTZの4人を歌曲った曲。ゆったりとした曲調に4人の歌曲聲がよく馴染んでおり、寝る前に聴くとそのままぐっすりと眠れそうなほどリラックスできる。<br>,3,303,jacket_3096,31003096,32003096,0,0,0,2022/07/27,1
3097,在浪漫之中,在浪漫之中,ロマンスノナカテ,A・ZU・NA,"作詞：ぱはむたん<br>作曲：ぱはむたん , 犬塚タクミ<br>編曲：犬塚タクミ",,シアタールームで電影を見ながら「私が主人公だったら・・・」と妄想しているA・ZU・NAの3人を歌曲った曲。A・ZU・NAには珍しいゆったりとしたバラード調の曲を見事に優しく歌曲い上げている。<br>,3,302,jacket_3097,31003097,32003097,0,0,0,2022/08/26,1
3098,現在看著我,現在看著我,ルックアットミーナウ,R3BIRTH,作詞：miyakei、ERECA<br>作曲・編曲：Add108,,SNSのショート動画を撮って世界中を虜にしてしまおう！と遊んでいるR3BIRTHの3人を歌曲った曲。R3BIRTHならではの國際色溢れる歌曲詞やかっこいいEDM調のメロディはこの曲でも健在。<br>,3,304,jacket_3098,31003098,32003098,0,0,0,2022/09/28,1
3099,永遠的一瞬,永遠的一瞬,エイエンノイッシュン,虹ヶ咲学園學園偶像同好会,作詞：Akira Sunset<br>作曲：馬場龍樹<br>編曲：縄田寿志,スクスタ劇情41章插入曲,學園偶像の「夢を追う姿」に劣等感を感じた「あなた」が成員からの励ましの言葉と共に自分が人の「夢」を支えてきたことに氣づき、その氣持ちから生まれた樂曲。５th演唱會ではこれまでのニジガクの步みを感じるPVの後に歌曲われた。<br>,3,300,jacket_3099,31003099,32003099,0,0,0,2022/10/12,1
3100,加油加油,加油加油,フレエフレエ,虹ヶ咲学園學園偶像同好会,"作詞：Ryota Saito<br>作曲：Ryota Saito , Diz<br>編曲：Diz",,いつか別々の道に進んだとしても友情は変わらない、といった青春の1ページを感じさせるような應援ソング。演唱會では侑を含めた13人で旗を振ってみんなを應援するような演出もあり、會場が大いに盛り上がった。<br>,3,300,jacket_3100,31003100,32003100,0,0,0,2021/06/25,1
3101,能量景點！！,能量景點！！,ハワースホット,DiverDiva,作詞：鈴木エレカ<br>作曲・編曲：Carlos K.,,DiverDivaといえば！といったらこれといえるようなEDMサウンドをふんだんに使ったダンスチューン。ボードゲーム対決で白熱する様子を通して、二人の関係を歌曲っている。愛と果林のライバル関係を具現化したような演唱會パフォーマンスには目を引かれるものがある。,3,301,jacket_3101,31003101,32003101,0,0,0,2020/12/24,1
3102,祭花,祭花,サイカ,DiverDiva,作詞・作曲・編曲：Dummy Dog,,「みんなで決めるニジガクの歌曲♪」で決まった樂曲テーマ「夏祭り」を元に制作された、すこしなつかしい感覺のR&B。演唱會ではバックモニターの映像と共に夏祭りの花火の情景が目に浮かぶような演出がなされる。,3,301,jacket_3102,31003102,32003102,0,0,0,2021/03/26,1
3103,隱藏風味！,隱藏風味！,カクシアシ,A・ZU・NA,"作詞：nana hatori<br>作曲：PASSiON KiNG , サイトウ リョースケ , nana hatori<br>編曲：サイトウ リョースケ",,A・ZU・NAの3人がお家で料理をしている様を、swing調の音樂に合わせて樂しく歌曲った樂曲。演唱會では、歌曲詞に出てくる隠し味のタバスコやクリームシチューの材料が小道具として登場し、會場を大いに盛り上げた。,3,302,jacket_3103,31003103,32003103,0,0,0,2021/01/27,1
3104,快樂喵！日子,快樂喵！日子,ハッヒーニャンテイス,A・ZU・NA,"作詞：PASSiON KiNG , Rico<br>作曲・編曲：PASSiON KiNG , JOE",,「みんなで決めるニジガクの歌曲♪」で決まった樂曲テーマ「猫の日」を元に制作した樂曲。4th演唱會では、ほかのニジガク成員も猫耳を付けてステージ上で一緒にパフォーマンスをし、會場に衝撃を与えた。,3,302,jacket_3104,31003104,32003104,0,0,0,2021/04/27,1
3105,化妝課程基礎篇,化妝課程基礎篇,メイクアッフセッションエーヒーシー,QU4RTZ,"作詞：要田 健<br>作曲：須田悦弘 , 要田 健<br>編曲：須田悦弘",,イントロからQU4RTZのハーモニーをふんだんに樂しむことのできる一曲。メイクをする女の子の頑張りが歌曲詞やメロディから感じ取れる。演唱會ではリップやミラーなどの小道具も登場し、より樂曲の世界觀に浸ることができる演出となっていた。,3,303,jacket_3105,31003105,32003105,0,0,0,2021/02/25,1
3106,閃耀小鎮,閃耀小鎮,トィンクルタウン,QU4RTZ,"作詞：Rico<br>作曲：Rico , 田中マッシュ<br>編曲：田中マッシュ",,「みんなで決めるニジガクの歌曲♪」で決まった樂曲テーマ「クリスマス」を元に制作した樂曲。演唱會ではQU4RTZの4人がサンタクロースのケープを羽織り、クリスマスの情景が浮かんでくるような雰囲氣に包まれた。,3,303,jacket_3106,31003106,32003106,0,0,0,2021/05/26,1
3107,繚亂！勝利之路（B型）,繚亂！勝利之路（B型）,リョウランヒクトリーロートイ,虹ヶ咲学園學園偶像同好会,作詞・作曲・編曲：チバニャン,,虹ヶ咲學園學園偶像同好會の成員の自己紹介ソング。type Bではしずく・彼方・ミア・ランジュ・栞子・步夢の紹介をしている。自己紹介曲でありながら、癖のあるEDMは、一度聞いた人の耳から離れないようなメロディとなっている。,3,300,jacket_3082,31003107,32003107,0,0,0,2022/04/27,1
